"","title","male_vs_female","male_rating","genre","popular","budget","young","critics","reviews","male_vote_prop","male_votes","duration","year","male_gt_female","total_votes","comedy","drama"
"6869","K-12",-1.1,5.8,"Fantasy",1711,5e+06,0.474184782608696,4,120,0.335307517084282,736,96,2019,0,2195,"no","no"
"6878","Tre all'improvviso",-0.5,6.3,"Comedy",119924,3.8e+07,0.27698594838346,147,116,0.412547339047239,49674,114,2010,0,120408,"no","no"
"6881","Transformers - La vendetta del caduto",-0.5,5.9,"Action",378844,2e+08,0.271745004673989,376,1500,0.721950396490636,273856,149,2009,0,379328,"no","no"
"6890","Il primo dei bugiardi",0.100000000000001,6.4,"Comedy",122502,18500000,0.216537607225692,199,376,0.662571349584506,81487,100,2009,1,122986,"no","no"
"6900","Cloverfield",0.4,7,"Action",367127,2.5e+07,0.197738147020444,469,2343,0.719197738914233,264385,85,2008,1,367611,"no","no"
"6911","Boyhood",0.2,7.9,"Drama",330322,4e+06,0.34724725907976,580,998,0.613755494156696,203034,165,2014,1,330806,"no","no"
"6921","Come l'acqua per gli elefanti",-0.3,6.8,"Drama",109244,3.8e+07,0.219088758613597,282,277,0.443050087489064,48615,120,2011,0,109728,"no","no"
"6922","Adult World",-0.4,6,"Comedy",16133,4e+06,0.246062052505967,42,50,0.504302822410784,8380,97,2013,0,16617,"no","no"
"6925","Footloose",-0.600000000000001,5.6,"Comedy",45181,2.4e+07,0.26166829619719,161,151,0.425555677214497,19433,113,2011,0,45665,"no","no"
"6926","Veronika decide di morire",-0.3,6.3,"Drama",11554,9e+06,0.139654894371876,22,45,0.51511879049676,6201,103,2009,0,12038,"no","no"
"6931","The Secrets of Jonathan Sperry",-0.9,6.5,"Drama",818,9e+05,0.169943820224719,4,25,0.546850998463902,712,96,2008,0,1302,"no","no"
"6941","Una sola verità",0,7.2,"Crime",35169,11500000,0.103056202067992,61,139,0.735113454688245,26209,108,2008,0,35653,"no","no"
"6942","See You in September",-0.7,4.5,"Comedy",211,1e+07,0.0887290167865707,4,7,0.6,417,91,2010,0,695,"no","no"
"6944","3ciento - Chi l'ha duro... la vince!",-0.2,2.7,"Comedy",100130,3e+07,0.269080057090956,113,428,0.765996779772199,77070,87,2008,0,100614,"no","no"
"6946","The Betrayed",-0.199999999999999,5.9,"Crime",1592,3500000,0.0640748740100792,17,16,0.669075144508671,1389,98,2008,0,2076,"no","no"
"6949","Corsa a Witch Mountain",-0.2,5.7,"Action",54268,6.5e+07,0.245766615188707,172,127,0.674112361192285,36909,98,2009,0,54752,"no","no"
"6950","Jonah Hex",0,4.7,"Action",54155,4.7e+07,0.183751645046061,190,216,0.778784384780102,42552,81,2010,0,54639,"no","no"
"6956","La custode di mia sorella",-0.3,7.2,"Drama",87736,3e+07,0.256178486578006,147,209,0.415087281795511,36619,109,2009,0,88220,"no","no"
"6961","L'isola delle coppie",-0.0999999999999996,5.5,"Comedy",99523,7e+07,0.201141958972878,169,169,0.623446358754887,62349,113,2009,0,100007,"no","no"
"6966","Happiness Runs",-0.2,5,"Drama",131,1200000,0.0972568578553616,17,12,0.652032520325203,401,88,2010,0,615,"no","no"
"6976","The Belko Experiment: Chi sopravviverà?",-0.100000000000001,6.1,"Horror",42044,5e+06,0.269289349530072,194,212,0.632971218961625,26919,89,2016,0,42528,"no","no"
"6979","Fired Up! - Ragazzi pon pon",-0.2,6.1,"Comedy",41195,2e+07,0.29590213202277,88,69,0.678591137023441,28283,90,2009,0,41679,"no","no"
"6991","The Hole",0,5.7,"Fantasy",21689,1.2e+07,0.170846394984326,152,80,0.690569611689893,15312,92,2009,0,22173,"no","no"
"6994","Insieme per forza",-0.399999999999999,6.4,"Comedy",115415,4e+07,0.277056763789393,178,252,0.537174608926738,62258,117,2014,0,115899,"no","no"
"7009","Opposite Day",-1.1,3.8,"Comedy",315,1e+06,0.256658595641647,4,10,0.516896120150188,413,88,2009,0,799,"no","no"
"7019","La concessionaria più pazza d'America",0.2,5.8,"Comedy",20063,1e+07,0.13224604483538,81,78,0.796758650897941,16371,89,2009,1,20547,"no","no"
"7028","Explicit Ills",0.100000000000001,5.7,"Drama",228,1500000,0.0666666666666667,18,6,0.674157303370786,480,87,2008,1,712,"no","no"
"7029","Il cattivo tenente - Ultima chiamata New Orleans",0.399999999999999,6.6,"Crime",72868,2.5e+07,0.129799026296727,288,228,0.80926218780674,59361,122,2009,1,73352,"no","no"
"7030","Follow the Prophet",-0.2,6.2,"Drama",247,2e+06,0.0338541666666667,8,5,0.52530779753762,384,91,2009,0,731,"no","no"
"7039","Red Hook",-0.7,3.2,"Comedy",36,1500000,0.0773333333333333,9,10,0.721153846153846,375,86,2009,0,520,"no","no"
"7044","Twilight",-1,4.9,"Drama",416593,3.7e+07,0.287232889134206,359,1660,0.486509685261954,202912,122,2008,0,417077,"no","no"
"7049","Killers",-0.4,5.3,"Action",85369,7.5e+07,0.248226210350584,144,137,0.558163372275867,47920,100,2010,0,85853,"no","no"
"7052","Red sands - La forza occulta",-0.3,4.2,"Action",2813,1500,0.0835231586940015,20,32,0.798908098271156,2634,89,2009,0,3297,"no","no"
"7057","Malibu Rescue - Una nuova onda",-1.1,4.2,"Action",-98,5e+06,0.25,5,5,0.528497409326425,204,68,2020,0,386,"no","no"
"7058","The Girlfriend Experience",0.4,5.5,"Drama",15227,1700000,0.0989943949884603,174,105,0.772197823181211,12132,77,2009,1,15711,"no","no"
"7059","Tron: Legacy",0.0999999999999996,6.8,"Action",308651,1.7e+08,0.244417857538496,487,747,0.730020864670775,225675,125,2010,1,309135,"no","no"
"7071","Dirty Movie",0.4,3,"Comedy",2582,1150000,0.198570293884035,13,21,0.821265492498369,2518,91,2011,1,3066,"no","no"
"7073","The Maiden Heist - Colpo grosso al museo",-0.2,6.1,"Comedy",14943,2e+07,0.119729173808708,35,49,0.756336293511376,11668,90,2009,0,15427,"no","no"
"7074","Saving Grace B. Jones",-0.7,5.1,"Drama",-206,3500000,0.099236641221374,3,10,0.471223021582734,131,116,2009,0,278,"no","no"
"7090","Hannah Montana: The Movie",-1.4,3.7,"Comedy",38512,3e+07,0.343476448520217,136,159,0.430633911170376,16793,102,2009,0,38996,"no","no"
"7092","Il superpoliziotto del supermercato",-0.0999999999999996,5.2,"Action",100584,2.6e+07,0.268133486245027,168,244,0.698826532631496,70629,91,2009,0,101068,"no","no"
"7093","Beyond the Law - L'infiltrato",-1.2,4,"Action",346,7e+06,0.0897703549060543,13,34,0.57710843373494,479,89,2019,0,830,"no","no"
"7097","Felon - Il colpevole",0.100000000000001,7.4,"Crime",73851,2900000,0.152107614447503,49,151,0.816048967511939,60661,104,2008,1,74335,"no","no"
"7104","Blue Valentine",0.100000000000001,7.4,"Drama",180288,1e+06,0.264925681255161,401,357,0.535923704998562,96880,112,2010,1,180772,"no","no"
"7106","Crank: High Voltage",0.2,6.2,"Action",137927,2e+07,0.252323389569833,159,243,0.770408421295995,106633,96,2009,1,138411,"no","no"
"7112","Le idi di marzo",0,7.1,"Drama",212089,12500000,0.214032189807926,439,304,0.68920323841692,146506,101,2011,0,212573,"no","no"
"7113","Free State of Jones",-0.0999999999999996,6.9,"Action",49414,5e+07,0.202730870313869,182,163,0.663413363261053,33103,139,2016,0,49898,"no","no"
"7117","La partita dell'amore",-0.0999999999999996,6.4,"Comedy",2100,1100000,0.132592592592593,17,23,0.522445820433437,1350,105,2009,0,2584,"no","no"
"7122","Burlesque",-0.600000000000001,6.1,"Drama",76371,5.5e+07,0.222242633551326,194,256,0.354147420467113,27218,119,2010,0,76855,"no","no"
"7123","Il buongiorno del mattino",-0.0999999999999996,6.4,"Comedy",71584,4e+07,0.172079966418302,219,186,0.528889382250097,38116,107,2010,0,72068,"no","no"
"7124","Drag Me to Hell",0.6,6.6,"Horror",184693,3e+07,0.203532543322546,425,787,0.695869357425598,128859,99,2009,1,185177,"no","no"
"7126","Wherever You Are",-1.1,5.1,"Comedy",-369,250000,0.0789473684210526,10,4,0.660869565217391,76,91,2008,0,115,"no","no"
"7131","Lower Learning",0.4,4,"Comedy",1943,2e+06,0.107717041800643,8,25,0.76885043263288,1866,97,2008,1,2427,"no","no"
"7137","Fireproof",-1,6.3,"Drama",20455,5e+05,0.182065911606915,51,245,0.56081952337743,11743,122,2008,0,20939,"no","no"
"7140","ThanksKilling",0.3,4.3,"Comedy",3433,3500,0.275947573503365,54,52,0.720704620883329,2823,70,2009,1,3917,"no","no"
"7146","Rocket Hunter",0,1.2,"Action",-331,83,0.130952380952381,1,34,0.549019607843137,84,86,2020,0,153,"no","no"
"7147","Controcorrente",-0.2,6.1,"Drama",644,3e+06,0.0780821917808219,10,23,0.647163120567376,730,98,2009,0,1128,"no","no"
"7156","Lanterna Verde",-0.0999999999999996,5.5,"Action",262831,2e+08,0.264075713793378,442,650,0.716271385982568,188605,114,2011,0,263315,"no","no"
"7164","ZMD: Zombies of Mass Destruction",-0.4,5,"Comedy",3491,5e+05,0.1025393764063,66,41,0.782641509433962,3111,89,2009,0,3975,"no","no"
"7165","Takers",-0.399999999999999,6.2,"Action",56538,3.2e+07,0.238508510433696,94,159,0.729472835046123,41596,107,2010,0,57022,"no","no"
"7172","Sex Movie in 4D",0.4,6.5,"Comedy",82182,1.9e+07,0.250771423648638,103,107,0.772300583069218,63843,109,2008,1,82666,"no","no"
"7188","Il mai nato",-0.2,4.7,"Drama",48486,1.6e+07,0.209992439516129,182,242,0.648233612415765,31744,88,2009,0,48970,"no","no"
"7191","Laureata... e adesso?",-0.2,5.2,"Comedy",13083,1.5e+07,0.131225425950197,98,59,0.449915235497899,6104,88,2009,0,13567,"no","no"
"7195","La dura verità",-0.3,6.3,"Comedy",200237,3.8e+07,0.263280159415193,173,196,0.467529555950797,93843,96,2009,0,200721,"no","no"
"7202","The Final Destination 3D",-0.300000000000001,5.1,"Horror",94603,4e+07,0.288934302149561,226,321,0.694732192623597,66060,82,2009,0,95087,"no","no"
"7208","Forget Me Not",-0.2,5.1,"Horror",5246,1300000,0.173105720275532,26,45,0.582722513089005,3339,103,2009,0,5730,"no","no"
"7210","Chain Letter",-0.100000000000001,4.1,"Horror",4562,3e+06,0.152487961476726,61,56,0.617320650019818,3115,88,2009,0,5046,"no","no"
"7212","Lovely, Still",-0.4,7,"Drama",1608,5e+06,0.0766246362754607,26,22,0.49282982791587,1031,92,2008,0,2092,"no","no"
"7214","Fratelli in erba",0.0999999999999996,6.5,"Comedy",25809,9e+06,0.140201511335013,76,68,0.754953789982124,19850,105,2009,1,26293,"no","no"
"7215","Tanner Hall - Storia di un'amicizia",-0.6,5.5,"Drama",2815,3e+06,0.166295471417966,21,15,0.408305547135496,1347,96,2009,0,3299,"no","no"
"7221","Beastly",-0.800000000000001,5.1,"Drama",74322,1.7e+07,0.310535224891182,138,144,0.331684624228003,24812,86,2011,0,74806,"no","no"
"7223","Wendy and Lucy",0.199999999999999,7.1,"Drama",15577,2e+05,0.125450066325564,190,125,0.657119731025465,10554,80,2008,1,16061,"no","no"
"7225","The Coverup",-0.100000000000001,5.3,"Crime",-127,1500000,0.0862944162436548,2,4,0.551820728291317,197,94,2008,0,357,"no","no"
"7226","Ballast",0,6.9,"Drama",1718,7e+05,0.0675837320574163,67,21,0.759309718437784,1672,96,2008,0,2202,"no","no"
"7228","Dance Flick",-0.2,3.5,"Action",11123,2.5e+07,0.211944375465607,84,58,0.693891617127595,8054,83,2009,0,11607,"no","no"
"7230","I Love You, Man",0.2,7,"Comedy",191254,4e+07,0.239976793656933,227,235,0.674227331045489,129275,105,2009,1,191738,"no","no"
"7267","L'amore in valigia",-0.8,4.7,"Comedy",8169,8500000,0.169264424391578,54,47,0.422627990292384,3657,96,2013,0,8653,"no","no"
"7270","Demolition: Amare e vivere",-0.0999999999999996,7,"Action",85906,1e+07,0.298578199052133,230,165,0.625257552957518,54016,101,2015,0,86390,"no","no"
"7276","Whip It",-0.5,6.7,"Drama",62719,1.5e+07,0.153763284320862,197,130,0.543407749632138,34345,111,2009,0,63203,"no","no"
"7277","The Company Men",0.0999999999999996,6.8,"Drama",42594,1.5e+07,0.117799609470344,161,141,0.760852407261247,32776,104,2010,1,43078,"no","no"
"7278","The House of the Devil",0.4,6.4,"Horror",39317,9e+05,0.167036586238992,257,268,0.701841662269792,27934,95,2009,1,39801,"no","no"
"7280","Babysitters Beware",-0.5,4.5,"Comedy",-152,150000,0.194174757281553,2,6,0.620481927710843,206,72,2009,0,332,"no","no"
"7281","Hurricane Season",-0.4,6.6,"Drama",2151,1.5e+07,0.245892951775305,6,7,0.716129032258065,1887,102,2009,0,2635,"no","no"
"7285","City Island",0.100000000000001,7.4,"Comedy",29834,6e+06,0.124103264847982,147,109,0.675869120654397,20491,104,2009,1,30318,"no","no"
"7290","Hunger",-0.2,5.2,"Action",4163,625000,0.164899076291481,51,26,0.629007962126103,2923,101,2009,0,4647,"no","no"
"7297","Nightmare",-0.2,5.2,"Crime",90379,3.5e+07,0.261390428853629,182,747,0.690842257024311,62772,95,2010,0,90863,"no","no"
"7299","Shelter - Identità paranormali",-0.4,6,"Horror",31453,2.2e+07,0.134834409279379,107,109,0.596580768387763,19053,112,2010,0,31937,"no","no"
"7303","Paranormal Activity",0.2,6.3,"Horror",216768,15000,0.258589218350708,303,1267,0.680859094507761,147918,86,2007,1,217252,"no","no"
"7304","10 Cloverfield Lane",0.2,7.2,"Action",282710,1.5e+07,0.280827437489232,521,751,0.635355975055969,179929,103,2016,1,283194,"no","no"
"7305","Bunraku",-0.3,6.2,"Action",18462,2.5e+07,0.122425474254743,182,78,0.779056265174707,14760,124,2010,0,18946,"no","no"
"7306","Ninja",0.0999999999999996,5.5,"Action",11588,1e+07,0.186138815387747,83,55,0.813949635520212,9826,86,2009,1,12072,"no","no"
"7309","Hollywood - Un sogno a luci rosse",-0.3,5.2,"Comedy",1881,1500000,0.0619047619047619,26,27,0.710359408033827,1680,96,2009,0,2365,"no","no"
"7310","La fontana dell'amore",-0.5,5.3,"Comedy",58987,5.5e+07,0.210986480146714,151,96,0.394259386928083,23447,91,2010,0,59471,"no","no"
"7321","The Lincoln Lawyer",-0.100000000000001,7.3,"Crime",209275,4e+07,0.214289604465927,284,261,0.700279844964936,146890,118,2011,0,209759,"no","no"
"7329","2012",-0.100000000000001,5.8,"Action",346807,2e+08,0.270956415917379,230,1182,0.7003665513935,243231,158,2009,0,347291,"no","no"
"7330","Black Dynamite",0.2,7.4,"Action",44597,2900000,0.224513366573706,175,107,0.787449258002263,35499,84,2009,1,45081,"no","no"
"7331","An American Carol",-0.9,4,"Comedy",8834,2e+07,0.0825571549534293,46,215,0.760463618802318,7086,83,2008,0,9318,"no","no"
"7338","Tra le nuvole",0.4,7.5,"Comedy",313795,2.5e+07,0.208844530919228,413,523,0.668861107487296,210209,109,2009,1,314279,"no","no"
"7341","Step Up 3D",-0.5,6,"Drama",54631,3e+07,0.405003063835923,144,89,0.503365689921074,27743,107,2010,0,55115,"no","no"
"7342","Blu profondo 3",-0.300000000000001,4.6,"Action",2617,5e+06,0.119160104986877,30,121,0.614317961947759,1905,99,2020,0,3101,"no","no"
"7347","Una tragica scelta",-0.2,6.6,"Drama",5702,1e+07,0.0923772609819122,26,35,0.750727449078564,4644,83,2010,0,6186,"no","no"
"7351","Giustizia privata",-0.199999999999999,7.4,"Action",266280,5e+07,0.262543575697211,229,562,0.722616245070549,192768,109,2009,0,266764,"no","no"
"7352","Observe and Report",0.6,5.8,"Comedy",59821,1.8e+07,0.165928312525171,197,274,0.782306608075616,47177,86,2009,1,60305,"no","no"
"7355","Obsessed - Passione fatale",-0.5,4.8,"Drama",28513,2e+07,0.190237721732835,108,181,0.571576369969307,16574,108,2009,0,28997,"no","no"
"7369","Funny People",0.600000000000001,6.4,"Comedy",112581,7.5e+07,0.204870890629808,237,335,0.747375403528943,84502,146,2009,1,113065,"no","no"
"7378","Last Vegas",-0.2,6.6,"Comedy",125735,2.8e+07,0.271016281666961,229,201,0.673947662396311,85065,105,2013,0,126219,"no","no"
"7379","Ouija",-0.399999999999999,4.4,"Horror",46399,5e+06,0.289253091756569,205,201,0.567433824627264,26603,89,2014,0,46883,"no","no"
"7381","Hick",-0.4,5.5,"Comedy",18246,7e+06,0.247312918272156,38,79,0.526534970635344,9862,99,2011,0,18730,"no","no"
"7385","Montana Amazon",-0.5,4.5,"Comedy",-190,4e+06,0.152631578947368,1,8,0.646258503401361,190,88,2012,0,294,"no","no"
"7392","Blood Done Sign My Name",-1.3,6.3,"Drama",31,1e+07,0.0518731988472622,20,3,0.67378640776699,347,128,2010,0,515,"no","no"
"7393","Brooklyn's Finest",0.2,6.7,"Action",59761,1.7e+07,0.132279705313413,168,156,0.806606357374056,48594,132,2009,1,60245,"no","no"
"7397","The Lone Ranger",-0.3,6.4,"Action",217583,2.15e+08,0.277390202991819,467,770,0.669817074568825,146065,150,2013,0,218067,"no","no"
"7398","Doctor Strange",-0.3,7.4,"Action",578191,1.65e+08,0.328577809868808,584,961,0.564821359139413,326848,115,2016,0,578675,"no","no"
"7399","Middle of Nowhere",-0.6,6.2,"Drama",1033,2e+05,0.152927120669056,37,15,0.55174686882004,837,97,2012,0,1517,"no","no"
"7400","Escape Plan - Fuga dall'inferno",-0.2,6.7,"Action",223204,5e+07,0.270354261142483,304,339,0.723588212152641,161858,115,2013,0,223688,"no","no"
"7404","Hereafter",0.0999999999999996,6.5,"Drama",89079,5e+07,0.136763249133234,326,352,0.721369315453926,64608,129,2010,1,89563,"no","no"
"7405","Piacere, sono un po' incinta",-0.899999999999999,4.9,"Comedy",47319,3.5e+07,0.20892846816631,149,105,0.361755538355333,17293,104,2010,0,47803,"no","no"
"7406","Lawless",-0.2,7.2,"Crime",223811,2.6e+07,0.266637914084748,364,326,0.70294478254085,157667,116,2012,0,224295,"no","no"
"7411","Disaster Movie",-0.3,1.9,"Comedy",85735,2e+07,0.308213270293582,105,427,0.726127651677704,62606,87,2008,0,86219,"no","no"
"7412","Love Hurts",-0.2,5.6,"Comedy",852,2e+06,0.0758873929008568,7,9,0.611526946107784,817,90,2009,0,1336,"no","no"
"7413","Solo per vendetta",-0.2,6.1,"Action",43711,1.7e+07,0.167162283107659,128,118,0.783731191311234,34637,105,2011,0,44195,"no","no"
"7421","World Invasion",0,5.7,"Action",172122,7e+07,0.202184760424459,361,887,0.797660567998795,137681,116,2011,0,172606,"no","no"
"7425","Limitless",0,7.4,"Sci-Fi",518577,2.7e+07,0.300386615731578,394,488,0.669732459190731,347632,105,2011,0,519061,"no","no"
"7433","Motherhood - Il bello di essere mamma",-0.2,4.6,"Comedy",3838,5e+06,0.0916155419222904,42,26,0.565710319296622,2445,90,2009,0,4322,"no","no"
"7441","Henry's Crime",0.0999999999999996,6,"Comedy",18304,1.2e+07,0.125052750035167,67,65,0.756759633808814,14218,108,2010,1,18788,"no","no"
"7444","Urgency",-0.5,2.6,"Action",-245,2e+05,0.108910891089109,1,1,0.845188284518828,202,86,2010,0,239,"no","no"
"7449","Il signore dello zoo",-0.4,5.1,"Comedy",55592,8e+07,0.261186967689604,182,137,0.659551323204223,36985,102,2011,0,56076,"no","no"
"7456","Extract",0.3,6.2,"Comedy",43728,8e+06,0.134982203157799,191,120,0.743485931421334,32871,92,2009,1,44212,"no","no"
"7459","In viaggio con una rock star",0.2,6.4,"Comedy",167548,4e+07,0.251489908685709,215,224,0.712995143782137,119806,109,2010,1,168032,"no","no"
"7460","Gli ostacoli del cuore",-0.4,6.5,"Drama",8025,6e+06,0.120029455081001,63,54,0.478787166529557,4074,99,2009,0,8509,"no","no"
"7463","La grande Gilly Hopkins",-0.4,6.3,"Comedy",3932,5e+06,0.164013506994694,21,18,0.469429347826087,2073,99,2015,0,4416,"no","no"
"7468","Iron Man 2",-0.3,6.9,"Action",705800,2e+08,0.308446671123936,495,885,0.643775025343913,454688,124,2010,0,706284,"no","no"
"7472","Anchorman 2 - Fotti la notizia",0.2,6.3,"Comedy",165253,5e+07,0.29918528115191,278,381,0.69392471204378,115009,119,2013,1,165737,"no","no"
"7476","Slaughter",-0.2,4.5,"Horror",1608,4e+06,0.0815331010452962,18,25,0.685946462715105,1435,96,2009,0,2092,"no","no"
"7485","S. Darko",-0.4,3.5,"Drama",12608,4e+06,0.163614027250391,87,123,0.683929117018026,8954,103,2009,0,13092,"no","no"
"7486","Incinta... o quasi",-0.2,4.7,"Comedy",10184,1e+07,0.182352941176471,22,24,0.446194225721785,4760,89,2009,0,10668,"no","no"
"7487","Parto col folle",0,6.5,"Comedy",318307,6.5e+07,0.314658915366404,314,320,0.68634936368969,218802,95,2010,0,318791,"no","no"
"7489","Un tuffo nel passato",0.300000000000001,6.4,"Comedy",159534,3.6e+07,0.221301079333081,271,274,0.744010048869502,119055,101,2010,1,160018,"no","no"
"7492","Indovina perché ti odio",0.3,5.6,"Comedy",88675,7e+07,0.313203362902158,160,253,0.677710606893303,60424,116,2012,1,89159,"no","no"
"7500","21 Jump Street",-0.0999999999999996,7.2,"Action",501736,4.2e+07,0.361883442052551,389,401,0.630635976265382,316718,109,2012,0,502220,"no","no"
"7502","Pariah",-0.300000000000001,7.1,"Drama",5453,450000,0.200066577896138,98,27,0.505979450901129,3004,86,2011,0,5937,"no","no"
"7505","The Butterfly Effect 3: Revelations",0,5.6,"Crime",18019,4500000,0.226215022091311,34,62,0.733935037561476,13580,90,2009,0,18503,"no","no"
"7507","Red Dawn - Alba rossa",-0.7,5.3,"Action",72126,6.5e+07,0.238569194206902,242,356,0.678019556534913,49231,93,2012,0,72610,"no","no"
"7508","RoboCop",0,6.2,"Action",213276,1e+08,0.222684899797456,523,704,0.743721931137725,158978,117,2014,0,213760,"no","no"
"7513","Broken City",0,6.2,"Action",74529,3.5e+07,0.189623915825395,303,152,0.750056656846147,56264,109,2013,0,75013,"no","no"
"7514","Stay Cool",0.3,5.1,"Comedy",2741,4500000,0.126945525291829,9,13,0.637519379844961,2056,94,2009,1,3225,"no","no"
"7516","How I Got Lost",-0.199999999999999,5.4,"Drama",-237,5e+05,0.0575539568345324,8,2,0.562753036437247,139,87,2009,0,247,"no","no"
